"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WT01","WT03","WT11"
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-03-23",,,"0.30","0.0","0.0","69","39","40",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-03-24",,,"0.00","0.0","0.0","45","39","44",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-03-25",,,"0.10","0.0","0.0","54","43","44",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-03-26",,,"0.27","0.0","0.0","49","43","44",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-03-27",,,,"0.0","0.0","59","43","47",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-03-28",,,"0.30","0.0","0.0","67","46","53",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-03-29",,,"0.15","0.0","0.0","70","45","50",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-03-30",,,"0.00","0.0","0.0","69","50","54",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-03-31",,,"0.00","0.0","0.0","75","50","50",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-01",,,"0.20","0.0","0.0","54","40","41",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-02",,,"0.00","0.0","0.0","54","40","46",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-03",,,"0.00","0.0","0.0","61","46","48",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-04",,,"0.00","0.0","0.0","66","48","52",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-05",,,"0.00","0.0","0.0","58","44","46",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-06",,,"0.00","0.0","0.0","69","46","54",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-07",,,"0.00","0.0","0.0","56","48","55",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-08",,,"0.30","0.0","0.0","73","48","57",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-09",,,"1.00","0.0","0.0","77","52","54",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-10",,,"0.06","0.0","0.0","71","41","44",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-11",,,"0.00","0.0","0.0","51","35","43",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-12",,,"0.00","0.0","0.0","62","40","46",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-13",,,"1.90","0.0","0.0","72","40","61",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-14",,,"0.38","0.0","0.0","78","45","46",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-15",,,"0.40","0.0","0.0","57","37","39",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-16",,,"0.00","0.0","0.0","57","37","43",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-17",,,"0.00","0.0","0.0","58","33","34",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-18",,,"0.00","0.0","0.0","57","34","49",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-19",,,"0.12","0.0","0.0","53","34","40",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-20",,,"0.00","0.0","0.0","66","40","55",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-21",,,"0.00","0.0","0.0","56","43","56",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-22",,,"0.00","0.0","0.0","67","34","41",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-23",,,"0.00","0.0","0.0","61","41","46",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-24",,,"0.95","0.0","0.0","58","46","51",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-25",,,"0.05","0.0","0.0","58","44","47",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-26",,,"0.38","0.0","0.0","66","47","49",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-27",,,"0.55","0.0","0.0","66","43","43",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-28",,,"0.00","0.0","0.0","58","40","45",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-29",,,"0.10","0.0","0.0","58","40","48",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-04-30",,,"0.00","0.0","0.0","76","48","65",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-01",,,"1.30","0.0","0.0","66","52","52",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-02",,,"0.10","0.0","0.0","66","49","66",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-03",,,"0.00","0.0","0.0","73","56","60",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-04",,,"1.00","0.0","0.0","78","60","61",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-05",,,"0.00","0.0","0.0","73","48","50",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-06",,,"0.30","0.0","0.0","59","48","50",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-07",,,"0.33","0.0","0.0","57","42","47",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-09",,,"0.25","0.0","0.0","65","35","38",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-10",,,"0.02","0.0","0.0","55","34","48",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-11",,,"0.01","0.0","0.0","65","48","50",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-12",,,"0.00","0.0","0.0","60","40","46",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-13",,,"0.00","0.0","0.0","62","38","44",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-14",,,"0.00","0.0","0.0","70","44","70",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-15",,,"0.06","0.0","0.0","71","57","67",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-16",,,"0.00","0.0","0.0","86","64","72",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-17",,,"0.00","0.0","0.0","81","61","61",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-18",,,"0.00","0.0","0.0","67","55","56",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-19",,,"0.00","0.0","0.0","67","56","58",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-20",,,"0.00","0.0","0.0","68","51","52",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-21",,,"0.00","0.0","0.0","63","49","51",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-22",,,,"0.0","0.0","72","50","60",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-23",,,"0.55","0.0","0.0","74","60","62","    1",,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-24",,,"0.50","0.0","0.0","72","59","63",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-25",,,"0.00","0.0","0.0","68","58","61",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-26",,,"0.00","0.0","0.0","76","57","66",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-27",,,"0.00","0.0","0.0","82","63","68",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-28",,,"0.15","0.0","0.0","82","63","72",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-29",,,"0.10","0.0","0.0","80","72","75",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-30",,,"0.02","0.0","0.0","86","65","71",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-05-31",,,"0.00","0.0","0.0","82","58","62",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-06-01",,,"0.00","0.0","0.0","73","50","57",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-06-02",,,"0.00","0.0","0.0","73","50","59",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-06-03",,,"0.00","0.0","0.0","78","50","73",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-06-04",,,"0.00","0.0","0.0","94","68","72",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-06-05",,,,"0.0","0.0","93","68","70",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-06-06","    2","1.07",,"0.0","0.0","89","70","73",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-06-07",,,"0.00","0.0","0.0","88","62","65",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-06-08",,,"0.00","0.0","0.0","80","59","67",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-06-09",,,"0.00","0.0","0.0","81","61","74",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-06-10",,,"0.00","0.0","0.0","91","74","77",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-06-11",,,"0.45","0.0","0.0","90","74","75",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-06-12",,,"0.41","0.0","0.0","83","64","75",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-06-13",,,"0.00","0.0","0.0","86","63","68",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-06-14",,,"0.00","0.0","0.0","77","61","63",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-06-15",,,"0.00","0.0","0.0","76","60","63",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-06-16",,,"0.00","0.0","0.0","76","62","63",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-06-17",,,"0.00","0.0","0.0","75","63","64",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-06-18",,,"0.70","0.0","0.0","76","62","66",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-06-19",,,"0.00","0.0","0.0","81","66","71",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-06-22",,,"0.00","0.0","0.0","84","67","77",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-06-23",,,"0.00","0.0","0.0","91","67","76",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-06-26",,,"0.35","0.0","0.0","86","63","66",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-06-27",,,"0.00","0.0","0.0","88","66","75",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-06-28",,,"0.05","0.0","0.0","91","71","73",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-06-29",,,"0.00","0.0","0.0","88","71","74",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-02",,,"0.00","0.0","0.0","89","68","73",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-03",,,"0.00","0.0","0.0","89","70","84",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-04",,,"0.00","0.0","0.0","93","72","78",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-05",,,"0.00","0.0","0.0","93","72","77",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-06",,,"0.19","0.0","0.0","93","72","77",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-07",,,"3.11","0.0","0.0","95","69","72",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-08",,,"0.10","0.0","0.0","89","72","79",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-09",,,"0.00","0.0","0.0","92","72","78",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-10",,,"0.00","0.0","0.0","89","74","76",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-11",,,"0.00","0.0","0.0","88","73","76",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-12",,,"0.00","0.0","0.0","90","67","74",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-13",,,"0.00","0.0","0.0","90","68","71",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-14",,,"0.00","0.0","0.0","88","70","73",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-15",,,"0.00","0.0","0.0","88","67","71",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-16",,,"0.00","0.0","0.0","91","71","74",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-17",,,"0.00","0.0","0.0","91","74","77",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-18",,,"0.00","0.0","0.0","94","73","77",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-19",,,"0.00","0.0","0.0","96","73","80",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-20",,,"0.00","0.0","0.0","99","77","78",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-21",,,"0.00","0.0","0.0","98","75","79",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-22",,,"0.20","0.0","0.0","98","73","75",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-23",,,"1.10","0.0","0.0","94","72","74",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-24",,,"0.77","0.0","0.0","94","72","73",,"    1",
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-25",,,"0.00","0.0","0.0","84","71","75",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-26",,,"0.00","0.0","0.0","91","75","81",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-27",,,"0.00","0.0","0.0","93","73","76",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-28",,,"0.00","0.0","0.0","96","75","82",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-29",,,"0.05","0.0","0.0","90","72","76",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-30",,,"0.00","0.0","0.0","92","71","75",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-07-31",,,"0.18","0.0","0.0","95","72","72",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-01",,,"0.03","0.0","0.0","78","71","74",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-02",,,"0.00","0.0","0.0","87","74","78",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-03",,,"0.00","0.0","0.0","92","74","77",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-04",,,"2.20","0.0","0.0","87","68","68",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-05",,,"0.90","0.0","0.0","87","67","72",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-06",,,"0.30","0.0","0.0","85","70","70",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-07",,,"0.02","0.0","0.0","84","70","75",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-08",,,"0.08","0.0","0.0","87","70","71",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-09",,,"0.00","0.0","0.0","84","71","72",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-10",,,"0.00","0.0","0.0","85","60","62",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-11",,,,"0.0","0.0",,,,,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-12",,,"0.70","0.0","0.0",,,,,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-13",,,"1.05","0.0","0.0",,,,,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-14",,,"0.22","0.0","0.0",,,,,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-15",,,"0.02","0.0","0.0",,,,,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-16",,,"0.95","0.0","0.0",,,,,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-17",,,"0.13","0.0","0.0",,,,,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-18",,,"0.25","0.0","0.0","78","60","62",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-19",,,"0.16","0.0","0.0",,,,,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-20",,,"0.00","0.0","0.0",,,,,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-21",,,"0.00","0.0","0.0","77","62","66",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-22",,,"0.04","0.0","0.0","80",,"69",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-23",,,"0.00","0.0","0.0","86",,"70",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-24",,,,"0.0","0.0",,,,,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-25",,,,"0.0","0.0",,,,,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-26",,,"0.00","0.0","0.0","87","65","68",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-27",,,"0.00","0.0","0.0","86","64","70",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-28",,,"0.00","0.0","0.0","93","70","80",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-29",,,"1.08","0.0","0.0","93","71","72",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-30",,,"0.20","0.0","0.0","86","63","64",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-08-31",,,"0.00","0.0","0.0","81","64","67",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-09-01",,,"0.48","0.0","0.0","77","66","68",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-09-02",,,"0.08","0.0","0.0","81","68","73",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-09-03",,,"0.10","0.0","0.0","88","71","73",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-09-04",,,"0.75","0.0","0.0","91","70","71",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-09-05",,,"0.00","0.0","0.0","88","60","62",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-09-06",,,"0.00","0.0","0.0","80","59","61",,,
"USC00182325","DALECARLIA RESERVOIR, MD US","2020-09-07",,,"0.00","0.0","0.0","85","60","61",,,
